reference_period,Local_Government_Area,CSA_Offence_Division,CSA_Offence_Subdivision,Offence_Count,LGA_ERP,Victorian_ERP
2012,knox,B Property and deception offences,B10 Arson,79,154583,5632521
2012,knox,B Property and deception offences,B20 Property damage,1407,154583,5632521
2012,knox,B Property and deception offences,B30 Burglary/Break and enter,928,154583,5632521
2012,knox,B Property and deception offences,B40 Theft,3412,154583,5632521
2012,knox,B Property and deception offences,B50 Deception,577,154583,5632521
2012,knox,C Drug offences,C10 Drug dealing and trafficking,87,154583,5632521
2012,knox,C Drug offences,C20 Cultivate or manufacture drugs,14,154583,5632521
2012,knox,C Drug offences,C30 Drug use and possession,284,154583,5632521
2012,knox,C Drug offences,C90 Other drug offences,2,154583,5632521
2012,knox,D Public order and security offences,D10 Weapons and explosives offences,186,154583,5632521
2012,knox,D Public order and security offences,D20 Disorderly and offensive conduct,255,154583,5632521
2012,knox,D Public order and security offences,D30 Public nuisance offences,55,154583,5632521
2012,knox,E Justice procedures offences,E10 Justice procedures,147,154583,5632521
2012,knox,E Justice procedures offences,E20 Breaches of orders,431,154583,5632521
2012,knox,F Other offences,F20 Transport regulation offences,15,154583,5632521
2012,knox,F Other offences,F30 Other government regulatory offences,13,154583,5632521
2012,knox,F Other offences,F90 Miscellaneous offences,31,154583,5632521
2012,latrobe,A Crimes against the person,A10 Homicide and related offences,2,74001,5632521
2012,latrobe,A Crimes against the person,A20 Assault and related offences,1244,74001,5632521
2012,latrobe,A Crimes against the person,A30 Sexual offences,296,74001,5632521
2012,latrobe,A Crimes against the person,A40 Abduction and related offences,15,74001,5632521
2012,latrobe,A Crimes against the person,A50 Robbery,39,74001,5632521
2012,latrobe,A Crimes against the person,A60 Blackmail and extortion,2,74001,5632521
2012,latrobe,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",512,74001,5632521
2012,latrobe,A Crimes against the person,A80 Dangerous and negligent acts endangering people,130,74001,5632521
2012,latrobe,B Property and deception offences,B10 Arson,108,74001,5632521
2012,latrobe,B Property and deception offences,B20 Property damage,1438,74001,5632521
2012,latrobe,B Property and deception offences,B30 Burglary/Break and enter,959,74001,5632521
2012,latrobe,B Property and deception offences,B40 Theft,2282,74001,5632521
2012,latrobe,B Property and deception offences,B50 Deception,341,74001,5632521
2012,latrobe,C Drug offences,C10 Drug dealing and trafficking,78,74001,5632521
2012,latrobe,C Drug offences,C20 Cultivate or manufacture drugs,47,74001,5632521
2012,latrobe,C Drug offences,C30 Drug use and possession,310,74001,5632521
2012,latrobe,D Public order and security offences,D10 Weapons and explosives offences,263,74001,5632521
2012,latrobe,D Public order and security offences,D20 Disorderly and offensive conduct,486,74001,5632521
2012,latrobe,D Public order and security offences,D30 Public nuisance offences,59,74001,5632521
2012,latrobe,E Justice procedures offences,E10 Justice procedures,193,74001,5632521
2012,latrobe,E Justice procedures offences,E20 Breaches of orders,1049,74001,5632521
2012,latrobe,F Other offences,F20 Transport regulation offences,8,74001,5632521
2012,latrobe,F Other offences,F30 Other government regulatory offences,7,74001,5632521
2012,latrobe,F Other offences,F90 Miscellaneous offences,7,74001,5632521
2012,manningham,A Crimes against the person,A20 Assault and related offences,247,117036,5632521
2012,manningham,A Crimes against the person,A30 Sexual offences,131,117036,5632521
2012,manningham,A Crimes against the person,A40 Abduction and related offences,3,117036,5632521
2012,manningham,A Crimes against the person,A50 Robbery,26,117036,5632521
2012,manningham,A Crimes against the person,A60 Blackmail and extortion,5,117036,5632521
2012,manningham,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",86,117036,5632521
2012,manningham,A Crimes against the person,A80 Dangerous and negligent acts endangering people,26,117036,5632521
2012,manningham,B Property and deception offences,B10 Arson,16,117036,5632521
2012,manningham,B Property and deception offences,B20 Property damage,450,117036,5632521
2012,manningham,B Property and deception offences,B30 Burglary/Break and enter,408,117036,5632521
2012,manningham,B Property and deception offences,B40 Theft,1552,117036,5632521
2012,manningham,B Property and deception offences,B50 Deception,250,117036,5632521
2012,manningham,C Drug offences,C10 Drug dealing and trafficking,23,117036,5632521
2012,manningham,C Drug offences,C20 Cultivate or manufacture drugs,13,117036,5632521
2012,manningham,C Drug offences,C30 Drug use and possession,139,117036,5632521
2012,manningham,D Public order and security offences,D10 Weapons and explosives offences,77,117036,5632521
2012,manningham,D Public order and security offences,D20 Disorderly and offensive conduct,62,117036,5632521
2012,manningham,D Public order and security offences,D30 Public nuisance offences,33,117036,5632521
2012,manningham,D Public order and security offences,D40 Public security offences,1,117036,5632521
2012,manningham,E Justice procedures offences,E10 Justice procedures,28,117036,5632521
2012,manningham,E Justice procedures offences,E20 Breaches of orders,96,117036,5632521
2012,manningham,F Other offences,F10 Regulatory driving offences,2,117036,5632521
2012,manningham,F Other offences,F30 Other government regulatory offences,7,117036,5632521
2012,manningham,F Other offences,F90 Miscellaneous offences,12,117036,5632521
2012,maroondah,A Crimes against the person,A10 Homicide and related offences,2,108168,5632521
2012,maroondah,A Crimes against the person,A20 Assault and related offences,477,108168,5632521
2012,maroondah,A Crimes against the person,A30 Sexual offences,170,108168,5632521
2012,maroondah,A Crimes against the person,A40 Abduction and related offences,6,108168,5632521
2012,maroondah,A Crimes against the person,A50 Robbery,35,108168,5632521
2012,maroondah,A Crimes against the person,A60 Blackmail and extortion,149,108168,5632521
2012,maroondah,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",77,108168,5632521
2012,maroondah,A Crimes against the person,A80 Dangerous and negligent acts endangering people,38,108168,5632521
2012,maroondah,B Property and deception offences,B10 Arson,48,108168,5632521
2012,maroondah,B Property and deception offences,B20 Property damage,709,108168,5632521
2012,maroondah,B Property and deception offences,B30 Burglary/Break and enter,653,108168,5632521
2012,maroondah,B Property and deception offences,B40 Theft,2200,108168,5632521
2012,maroondah,B Property and deception offences,B50 Deception,330,108168,5632521
2012,maroondah,C Drug offences,C10 Drug dealing and trafficking,36,108168,5632521
2012,maroondah,C Drug offences,C20 Cultivate or manufacture drugs,5,108168,5632521
2012,maroondah,C Drug offences,C30 Drug use and possession,201,108168,5632521
2012,maroondah,D Public order and security offences,D10 Weapons and explosives offences,131,108168,5632521
2012,maroondah,D Public order and security offences,D20 Disorderly and offensive conduct,261,108168,5632521
2012,maroondah,D Public order and security offences,D30 Public nuisance offences,22,108168,5632521
2012,maroondah,D Public order and security offences,D40 Public security offences,1,108168,5632521
2012,maroondah,E Justice procedures offences,E10 Justice procedures,74,108168,5632521
2012,maroondah,E Justice procedures offences,E20 Breaches of orders,707,108168,5632521
2012,maroondah,F Other offences,F20 Transport regulation offences,23,108168,5632521
2012,maroondah,F Other offences,F30 Other government regulatory offences,6,108168,5632521
2012,maroondah,F Other offences,F90 Miscellaneous offences,7,108168,5632521
2012,mitchell,A Crimes against the person,A10 Homicide and related offences,4,36143,5632521
2012,mitchell,A Crimes against the person,A20 Assault and related offences,362,36143,5632521
2012,mitchell,A Crimes against the person,A30 Sexual offences,77,36143,5632521
2012,mitchell,A Crimes against the person,A40 Abduction and related offences,1,36143,5632521
2012,mitchell,A Crimes against the person,A50 Robbery,5,36143,5632521
2012,mitchell,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",103,36143,5632521
2012,mitchell,A Crimes against the person,A80 Dangerous and negligent acts endangering people,63,36143,5632521
2012,mitchell,B Property and deception offences,B10 Arson,32,36143,5632521
2012,mitchell,B Property and deception offences,B20 Property damage,358,36143,5632521
2012,mitchell,B Property and deception offences,B30 Burglary/Break and enter,255,36143,5632521
2012,mitchell,B Property and deception offences,B40 Theft,556,36143,5632521
2012,mitchell,B Property and deception offences,B50 Deception,54,36143,5632521
2012,mitchell,C Drug offences,C10 Drug dealing and trafficking,11,36143,5632521
2012,mitchell,C Drug offences,C20 Cultivate or manufacture drugs,18,36143,5632521
2012,mitchell,C Drug offences,C30 Drug use and possession,94,36143,5632521
2012,mitchell,D Public order and security offences,D10 Weapons and explosives offences,87,36143,5632521
2012,mitchell,D Public order and security offences,D20 Disorderly and offensive conduct,170,36143,5632521
2012,mitchell,D Public order and security offences,D30 Public nuisance offences,53,36143,5632521
2012,mitchell,D Public order and security offences,D40 Public security offences,2,36143,5632521
2012,mitchell,E Justice procedures offences,E10 Justice procedures,72,36143,5632521
2012,mitchell,E Justice procedures offences,E20 Breaches of orders,164,36143,5632521
2012,mitchell,F Other offences,F20 Transport regulation offences,1,36143,5632521
2012,mitchell,F Other offences,F30 Other government regulatory offences,5,36143,5632521
2012,mitchell,F Other offences,F90 Miscellaneous offences,25,36143,5632521
2012,strathbogie,A Crimes against the person,A20 Assault and related offences,39,9666,5632521
2012,strathbogie,A Crimes against the person,A30 Sexual offences,10,9666,5632521
2012,strathbogie,A Crimes against the person,A40 Abduction and related offences,3,9666,5632521
2012,strathbogie,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",26,9666,5632521
2012,strathbogie,A Crimes against the person,A80 Dangerous and negligent acts endangering people,14,9666,5632521
2012,strathbogie,B Property and deception offences,B10 Arson,10,9666,5632521
2012,strathbogie,B Property and deception offences,B20 Property damage,58,9666,5632521
2012,strathbogie,B Property and deception offences,B30 Burglary/Break and enter,41,9666,5632521
2012,strathbogie,B Property and deception offences,B40 Theft,124,9666,5632521
2012,strathbogie,B Property and deception offences,B50 Deception,5,9666,5632521
2012,strathbogie,C Drug offences,C10 Drug dealing and trafficking,3,9666,5632521
2012,strathbogie,C Drug offences,C20 Cultivate or manufacture drugs,5,9666,5632521
2012,strathbogie,C Drug offences,C30 Drug use and possession,21,9666,5632521
2012,strathbogie,D Public order and security offences,D10 Weapons and explosives offences,18,9666,5632521
2012,strathbogie,D Public order and security offences,D20 Disorderly and offensive conduct,40,9666,5632521
2012,strathbogie,D Public order and security offences,D30 Public nuisance offences,4,9666,5632521
2012,strathbogie,E Justice procedures offences,E10 Justice procedures,3,9666,5632521
2012,strathbogie,E Justice procedures offences,E20 Breaches of orders,13,9666,5632521
2012,strathbogie,F Other offences,F20 Transport regulation offences,1,9666,5632521
2012,strathbogie,F Other offences,F90 Miscellaneous offences,20,9666,5632521
2012,monash,A Crimes against the person,A10 Homicide and related offences,7,179931,5632521
2012,monash,A Crimes against the person,A20 Assault and related offences,525,179931,5632521
2012,monash,A Crimes against the person,A30 Sexual offences,164,179931,5632521
2012,monash,A Crimes against the person,A40 Abduction and related offences,9,179931,5632521
2012,monash,A Crimes against the person,A50 Robbery,97,179931,5632521
2012,monash,A Crimes against the person,A60 Blackmail and extortion,6,179931,5632521
2012,monash,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",181,179931,5632521
2012,monash,A Crimes against the person,A80 Dangerous and negligent acts endangering people,70,179931,5632521
2012,monash,B Property and deception offences,B10 Arson,46,179931,5632521
2012,monash,B Property and deception offences,B20 Property damage,867,179931,5632521
2012,monash,B Property and deception offences,B30 Burglary/Break and enter,1328,179931,5632521
2012,monash,B Property and deception offences,B40 Theft,4162,179931,5632521
2012,monash,B Property and deception offences,B50 Deception,875,179931,5632521
2012,monash,B Property and deception offences,B60 Bribery,1,179931,5632521
2012,monash,C Drug offences,C10 Drug dealing and trafficking,43,179931,5632521
2012,monash,C Drug offences,C20 Cultivate or manufacture drugs,9,179931,5632521
2012,monash,C Drug offences,C30 Drug use and possession,147,179931,5632521
2012,monash,C Drug offences,C90 Other drug offences,1,179931,5632521
2012,monash,D Public order and security offences,D10 Weapons and explosives offences,107,179931,5632521
2012,monash,D Public order and security offences,D20 Disorderly and offensive conduct,189,179931,5632521
2012,monash,D Public order and security offences,D30 Public nuisance offences,27,179931,5632521
2012,monash,D Public order and security offences,D40 Public security offences,1,179931,5632521
2012,monash,E Justice procedures offences,E10 Justice procedures,49,179931,5632521
2012,monash,E Justice procedures offences,E20 Breaches of orders,236,179931,5632521
2012,monash,F Other offences,F10 Regulatory driving offences,1,179931,5632521
2012,monash,F Other offences,F20 Transport regulation offences,1,179931,5632521
2012,monash,F Other offences,F30 Other government regulatory offences,3,179931,5632521
2012,monash,F Other offences,F90 Miscellaneous offences,18,179931,5632521
2012,alpine,A Crimes against the person,A20 Assault and related offences,33,12109,5632521
2012,alpine,A Crimes against the person,A30 Sexual offences,21,12109,5632521
2012,alpine,A Crimes against the person,A40 Abduction and related offences,1,12109,5632521
2012,alpine,A Crimes against the person,A50 Robbery,1,12109,5632521
2012,alpine,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",11,12109,5632521
2012,alpine,A Crimes against the person,A80 Dangerous and negligent acts endangering people,11,12109,5632521
2012,alpine,B Property and deception offences,B10 Arson,2,12109,5632521
2012,alpine,B Property and deception offences,B20 Property damage,52,12109,5632521
2012,alpine,B Property and deception offences,B30 Burglary/Break and enter,33,12109,5632521
2012,alpine,B Property and deception offences,B40 Theft,119,12109,5632521
2012,alpine,B Property and deception offences,B50 Deception,19,12109,5632521
2012,alpine,C Drug offences,C10 Drug dealing and trafficking,3,12109,5632521
2012,alpine,C Drug offences,C20 Cultivate or manufacture drugs,8,12109,5632521
2012,alpine,C Drug offences,C30 Drug use and possession,26,12109,5632521
2012,alpine,D Public order and security offences,D10 Weapons and explosives offences,25,12109,5632521
2012,alpine,D Public order and security offences,D20 Disorderly and offensive conduct,53,12109,5632521
2012,alpine,D Public order and security offences,D30 Public nuisance offences,14,12109,5632521
2012,alpine,E Justice procedures offences,E10 Justice procedures,6,12109,5632521
2012,alpine,E Justice procedures offences,E20 Breaches of orders,21,12109,5632521
2012,alpine,F Other offences,F90 Miscellaneous offences,2,12109,5632521
2012,moira,A Crimes against the person,A10 Homicide and related offences,2,28647,5632521
2012,moira,A Crimes against the person,A20 Assault and related offences,103,28647,5632521
2012,moira,A Crimes against the person,A30 Sexual offences,37,28647,5632521
2012,moira,A Crimes against the person,A40 Abduction and related offences,2,28647,5632521
2012,moira,A Crimes against the person,A50 Robbery,2,28647,5632521
2012,moira,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",30,28647,5632521
2012,moira,A Crimes against the person,A80 Dangerous and negligent acts endangering people,14,28647,5632521
2012,moira,B Property and deception offences,B10 Arson,11,28647,5632521
2012,moira,B Property and deception offences,B20 Property damage,160,28647,5632521
2012,moira,B Property and deception offences,B30 Burglary/Break and enter,182,28647,5632521
2012,moira,B Property and deception offences,B40 Theft,363,28647,5632521
2012,moira,B Property and deception offences,B50 Deception,32,28647,5632521
2012,moira,C Drug offences,C10 Drug dealing and trafficking,4,28647,5632521
2012,moira,C Drug offences,C20 Cultivate or manufacture drugs,5,28647,5632521
2012,moira,C Drug offences,C30 Drug use and possession,62,28647,5632521
2012,moira,D Public order and security offences,D10 Weapons and explosives offences,43,28647,5632521
2012,moira,D Public order and security offences,D20 Disorderly and offensive conduct,100,28647,5632521
2012,moira,D Public order and security offences,D30 Public nuisance offences,3,28647,5632521
2012,moira,E Justice procedures offences,E10 Justice procedures,26,28647,5632521
2012,moira,E Justice procedures offences,E20 Breaches of orders,94,28647,5632521
2012,moira,F Other offences,F20 Transport regulation offences,1,28647,5632521
2012,moira,F Other offences,F30 Other government regulatory offences,9,28647,5632521
2012,moira,F Other offences,F90 Miscellaneous offences,3,28647,5632521
2012,wangaratta,A Crimes against the person,A10 Homicide and related offences,2,27221,5632521
2012,wangaratta,A Crimes against the person,A20 Assault and related offences,221,27221,5632521
2012,wangaratta,A Crimes against the person,A30 Sexual offences,99,27221,5632521
2012,wangaratta,A Crimes against the person,A40 Abduction and related offences,2,27221,5632521
2012,wangaratta,A Crimes against the person,A50 Robbery,3,27221,5632521
2012,wangaratta,A Crimes against the person,A60 Blackmail and extortion,1,27221,5632521
2012,wangaratta,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",54,27221,5632521
2012,wangaratta,A Crimes against the person,A80 Dangerous and negligent acts endangering people,17,27221,5632521
2012,wangaratta,B Property and deception offences,B10 Arson,36,27221,5632521
2012,wangaratta,B Property and deception offences,B20 Property damage,250,27221,5632521
2012,wangaratta,B Property and deception offences,B30 Burglary/Break and enter,129,27221,5632521
2012,wangaratta,B Property and deception offences,B40 Theft,571,27221,5632521
2012,wangaratta,B Property and deception offences,B50 Deception,43,27221,5632521
2012,wangaratta,C Drug offences,C10 Drug dealing and trafficking,40,27221,5632521
2012,wangaratta,C Drug offences,C20 Cultivate or manufacture drugs,16,27221,5632521
2012,wangaratta,C Drug offences,C30 Drug use and possession,134,27221,5632521
2012,wangaratta,D Public order and security offences,D10 Weapons and explosives offences,117,27221,5632521
2012,wangaratta,D Public order and security offences,D20 Disorderly and offensive conduct,318,27221,5632521
2012,wangaratta,D Public order and security offences,D30 Public nuisance offences,32,27221,5632521
2012,wangaratta,E Justice procedures offences,E10 Justice procedures,57,27221,5632521
2012,wangaratta,E Justice procedures offences,E20 Breaches of orders,150,27221,5632521
2012,wangaratta,F Other offences,F10 Regulatory driving offences,1,27221,5632521
2012,wangaratta,F Other offences,F20 Transport regulation offences,4,27221,5632521
2012,wangaratta,F Other offences,F30 Other government regulatory offences,23,27221,5632521
2012,wangaratta,F Other offences,F90 Miscellaneous offences,23,27221,5632521
2012,wellington,A Crimes against the person,A20 Assault and related offences,538,42294,5632521
2012,wellington,A Crimes against the person,A30 Sexual offences,94,42294,5632521
2012,wellington,A Crimes against the person,A40 Abduction and related offences,3,42294,5632521
2012,wellington,A Crimes against the person,A50 Robbery,10,42294,5632521
2012,wellington,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",162,42294,5632521
2012,wellington,A Crimes against the person,A80 Dangerous and negligent acts endangering people,52,42294,5632521
2012,wellington,B Property and deception offences,B10 Arson,41,42294,5632521
2012,wellington,B Property and deception offences,B20 Property damage,498,42294,5632521
2012,wellington,B Property and deception offences,B30 Burglary/Break and enter,537,42294,5632521
2012,wellington,B Property and deception offences,B40 Theft,885,42294,5632521
2012,wellington,B Property and deception offences,B50 Deception,119,42294,5632521
2012,wellington,C Drug offences,C10 Drug dealing and trafficking,46,42294,5632521
2012,wellington,C Drug offences,C20 Cultivate or manufacture drugs,18,42294,5632521
2012,wellington,C Drug offences,C30 Drug use and possession,104,42294,5632521
2012,wellington,D Public order and security offences,D10 Weapons and explosives offences,112,42294,5632521
2012,wellington,D Public order and security offences,D20 Disorderly and offensive conduct,177,42294,5632521
2012,wellington,D Public order and security offences,D30 Public nuisance offences,44,42294,5632521
2012,wellington,E Justice procedures offences,E10 Justice procedures,86,42294,5632521
2012,wellington,E Justice procedures offences,E20 Breaches of orders,279,42294,5632521
2012,wellington,F Other offences,F20 Transport regulation offences,5,42294,5632521
2012,wellington,F Other offences,F30 Other government regulatory offences,8,42294,5632521
2012,wellington,F Other offences,F90 Miscellaneous offences,4,42294,5632521
2012,whitehorse,A Crimes against the person,A10 Homicide and related offences,4,159296,5632521
2012,whitehorse,A Crimes against the person,A20 Assault and related offences,452,159296,5632521
2012,whitehorse,A Crimes against the person,A30 Sexual offences,158,159296,5632521
2012,whitehorse,A Crimes against the person,A40 Abduction and related offences,9,159296,5632521
2012,whitehorse,A Crimes against the person,A50 Robbery,64,159296,5632521
2012,whitehorse,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",115,159296,5632521
2012,whitehorse,A Crimes against the person,A80 Dangerous and negligent acts endangering people,32,159296,5632521
2012,whitehorse,B Property and deception offences,B10 Arson,32,159296,5632521
2012,whitehorse,B Property and deception offences,B20 Property damage,798,159296,5632521
2012,whitehorse,B Property and deception offences,B30 Burglary/Break and enter,889,159296,5632521
2012,whitehorse,B Property and deception offences,B40 Theft,3034,159296,5632521
2012,whitehorse,B Property and deception offences,B50 Deception,363,159296,5632521
2012,whitehorse,C Drug offences,C10 Drug dealing and trafficking,50,159296,5632521
2012,whitehorse,C Drug offences,C20 Cultivate or manufacture drugs,18,159296,5632521
2012,whitehorse,C Drug offences,C30 Drug use and possession,161,159296,5632521
2012,whitehorse,D Public order and security offences,D10 Weapons and explosives offences,99,159296,5632521
2012,whitehorse,D Public order and security offences,D20 Disorderly and offensive conduct,192,159296,5632521
2012,whitehorse,D Public order and security offences,D30 Public nuisance offences,29,159296,5632521
2012,whitehorse,D Public order and security offences,D40 Public security offences,3,159296,5632521
2012,whitehorse,E Justice procedures offences,E10 Justice procedures,84,159296,5632521
2012,whitehorse,E Justice procedures offences,E20 Breaches of orders,144,159296,5632521
2012,whitehorse,F Other offences,F20 Transport regulation offences,11,159296,5632521
2012,whitehorse,F Other offences,F30 Other government regulatory offences,8,159296,5632521
2012,whitehorse,F Other offences,F90 Miscellaneous offences,47,159296,5632521
2012,indigo,A Crimes against the person,A20 Assault and related offences,38,15373,5632521
2012,indigo,A Crimes against the person,A30 Sexual offences,15,15373,5632521
2012,indigo,A Crimes against the person,A40 Abduction and related offences,4,15373,5632521
2012,indigo,A Crimes against the person,A50 Robbery,1,15373,5632521
2012,indigo,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",3,15373,5632521
2012,indigo,A Crimes against the person,A80 Dangerous and negligent acts endangering people,3,15373,5632521
2012,indigo,B Property and deception offences,B10 Arson,6,15373,5632521
2012,indigo,B Property and deception offences,B20 Property damage,52,15373,5632521
2012,indigo,B Property and deception offences,B30 Burglary/Break and enter,61,15373,5632521
2012,indigo,B Property and deception offences,B40 Theft,142,15373,5632521
2012,indigo,B Property and deception offences,B50 Deception,11,15373,5632521
2012,indigo,C Drug offences,C10 Drug dealing and trafficking,3,15373,5632521
2012,indigo,C Drug offences,C30 Drug use and possession,19,15373,5632521
2012,indigo,D Public order and security offences,D10 Weapons and explosives offences,18,15373,5632521
2012,indigo,D Public order and security offences,D20 Disorderly and offensive conduct,47,15373,5632521
2012,indigo,D Public order and security offences,D30 Public nuisance offences,10,15373,5632521
2012,indigo,E Justice procedures offences,E10 Justice procedures,9,15373,5632521
2012,indigo,E Justice procedures offences,E20 Breaches of orders,27,15373,5632521
2012,indigo,F Other offences,F20 Transport regulation offences,1,15373,5632521
2012,indigo,F Other offences,F30 Other government regulatory offences,5,15373,5632521
2012,indigo,F Other offences,F90 Miscellaneous offences,3,15373,5632521
2012,towong,A Crimes against the person,A20 Assault and related offences,23,5910,5632521
2012,towong,A Crimes against the person,A30 Sexual offences,2,5910,5632521
2012,towong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",24,5910,5632521
2012,towong,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,5910,5632521
2012,towong,B Property and deception offences,B10 Arson,8,5910,5632521
2012,towong,B Property and deception offences,B20 Property damage,35,5910,5632521
2012,towong,B Property and deception offences,B30 Burglary/Break and enter,23,5910,5632521
2012,towong,B Property and deception offences,B40 Theft,66,5910,5632521
2012,towong,B Property and deception offences,B50 Deception,2,5910,5632521
2012,towong,C Drug offences,C20 Cultivate or manufacture drugs,2,5910,5632521
2012,towong,C Drug offences,C30 Drug use and possession,10,5910,5632521
2012,towong,D Public order and security offences,D10 Weapons and explosives offences,33,5910,5632521
2012,towong,D Public order and security offences,D20 Disorderly and offensive conduct,19,5910,5632521
2012,towong,D Public order and security offences,D30 Public nuisance offences,1,5910,5632521
2012,towong,E Justice procedures offences,E10 Justice procedures,10,5910,5632521
2012,towong,E Justice procedures offences,E20 Breaches of orders,5,5910,5632521
2012,towong,F Other offences,F30 Other government regulatory offences,2,5910,5632521
2012,towong,F Other offences,F90 Miscellaneous offences,8,5910,5632521
2012,wodonga,A Crimes against the person,A20 Assault and related offences,297,36576,5632521
2012,wodonga,A Crimes against the person,A30 Sexual offences,60,36576,5632521
2012,wodonga,A Crimes against the person,A40 Abduction and related offences,5,36576,5632521
2012,wodonga,A Crimes against the person,A50 Robbery,6,36576,5632521
2012,wodonga,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",56,36576,5632521
2012,wodonga,A Crimes against the person,A80 Dangerous and negligent acts endangering people,26,36576,5632521
2012,wodonga,B Property and deception offences,B10 Arson,47,36576,5632521
2012,wodonga,B Property and deception offences,B20 Property damage,491,36576,5632521
2012,wodonga,B Property and deception offences,B30 Burglary/Break and enter,367,36576,5632521
2012,wodonga,B Property and deception offences,B40 Theft,1067,36576,5632521
2012,wodonga,B Property and deception offences,B50 Deception,180,36576,5632521
2012,wodonga,C Drug offences,C10 Drug dealing and trafficking,40,36576,5632521
2012,wodonga,C Drug offences,C20 Cultivate or manufacture drugs,5,36576,5632521
2012,wodonga,C Drug offences,C30 Drug use and possession,116,36576,5632521
2012,wodonga,C Drug offences,C90 Other drug offences,1,36576,5632521
2012,wodonga,D Public order and security offences,D10 Weapons and explosives offences,122,36576,5632521
2012,wodonga,D Public order and security offences,D20 Disorderly and offensive conduct,150,36576,5632521
2012,wodonga,D Public order and security offences,D30 Public nuisance offences,42,36576,5632521
2012,wodonga,E Justice procedures offences,E10 Justice procedures,61,36576,5632521
2012,wodonga,E Justice procedures offences,E20 Breaches of orders,199,36576,5632521
2012,wodonga,F Other offences,F20 Transport regulation offences,1,36576,5632521
2012,wodonga,F Other offences,F30 Other government regulatory offences,2,36576,5632521
2012,wodonga,F Other offences,F90 Miscellaneous offences,2,36576,5632521
2012,yarra ranges,A Crimes against the person,A10 Homicide and related offences,2,149235,5632521
2012,yarra ranges,A Crimes against the person,A20 Assault and related offences,575,149235,5632521
2012,yarra ranges,A Crimes against the person,A30 Sexual offences,219,149235,5632521
2012,yarra ranges,A Crimes against the person,A40 Abduction and related offences,6,149235,5632521
2012,yarra ranges,A Crimes against the person,A50 Robbery,43,149235,5632521
2012,yarra ranges,A Crimes against the person,A60 Blackmail and extortion,5,149235,5632521
2012,yarra ranges,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",116,149235,5632521
2012,yarra ranges,A Crimes against the person,A80 Dangerous and negligent acts endangering people,75,149235,5632521
2012,yarra ranges,B Property and deception offences,B10 Arson,85,149235,5632521
2012,yarra ranges,B Property and deception offences,B20 Property damage,977,149235,5632521
2012,yarra ranges,B Property and deception offences,B30 Burglary/Break and enter,829,149235,5632521
2012,yarra ranges,B Property and deception offences,B40 Theft,2017,149235,5632521
2012,yarra ranges,B Property and deception offences,B50 Deception,347,149235,5632521
2012,yarra ranges,C Drug offences,C10 Drug dealing and trafficking,65,149235,5632521
2012,yarra ranges,C Drug offences,C20 Cultivate or manufacture drugs,40,149235,5632521
2012,yarra ranges,C Drug offences,C30 Drug use and possession,267,149235,5632521
2012,yarra ranges,C Drug offences,C90 Other drug offences,7,149235,5632521
2012,yarra ranges,D Public order and security offences,D10 Weapons and explosives offences,168,149235,5632521
2012,yarra ranges,D Public order and security offences,D20 Disorderly and offensive conduct,210,149235,5632521
2012,yarra ranges,D Public order and security offences,D30 Public nuisance offences,54,149235,5632521
2012,yarra ranges,E Justice procedures offences,E10 Justice procedures,87,149235,5632521
2012,yarra ranges,E Justice procedures offences,E20 Breaches of orders,346,149235,5632521
2012,yarra ranges,F Other offences,F20 Transport regulation offences,13,149235,5632521
2012,yarra ranges,F Other offences,F30 Other government regulatory offences,17,149235,5632521
2012,yarra ranges,F Other offences,F90 Miscellaneous offences,6,149235,5632521
2012,cardinia,A Crimes against the person,A10 Homicide and related offences,8,80188,5632521
2012,cardinia,A Crimes against the person,A20 Assault and related offences,504,80188,5632521
2012,cardinia,A Crimes against the person,A30 Sexual offences,152,80188,5632521
2012,cardinia,A Crimes against the person,A40 Abduction and related offences,8,80188,5632521
2012,cardinia,A Crimes against the person,A50 Robbery,21,80188,5632521
2012,cardinia,A Crimes against the person,A60 Blackmail and extortion,1,80188,5632521
2012,cardinia,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",176,80188,5632521
2012,cardinia,A Crimes against the person,A80 Dangerous and negligent acts endangering people,66,80188,5632521
2012,cardinia,B Property and deception offences,B10 Arson,64,80188,5632521
2012,cardinia,B Property and deception offences,B20 Property damage,661,80188,5632521
2012,cardinia,B Property and deception offences,B30 Burglary/Break and enter,627,80188,5632521
