reference_period,Local_Government_Area,CSA_Offence_Division,CSA_Offence_Subdivision,Offence_Count,LGA_ERP,Victorian_ERP
2012,southern grampians,D Public order and security offences,D10 Weapons and explosives offences,25,16372,5632521
2012,southern grampians,D Public order and security offences,D20 Disorderly and offensive conduct,134,16372,5632521
2012,southern grampians,D Public order and security offences,D30 Public nuisance offences,29,16372,5632521
2012,southern grampians,E Justice procedures offences,E10 Justice procedures,18,16372,5632521
2012,southern grampians,E Justice procedures offences,E20 Breaches of orders,40,16372,5632521
2012,southern grampians,F Other offences,F30 Other government regulatory offences,10,16372,5632521
2012,southern grampians,F Other offences,F90 Miscellaneous offences,4,16372,5632521
2012,colac-otway,A Crimes against the person,A20 Assault and related offences,162,20767,5632521
2012,colac-otway,A Crimes against the person,A30 Sexual offences,50,20767,5632521
2012,colac-otway,A Crimes against the person,A50 Robbery,3,20767,5632521
2012,colac-otway,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",44,20767,5632521
2012,colac-otway,A Crimes against the person,A80 Dangerous and negligent acts endangering people,12,20767,5632521
2012,colac-otway,B Property and deception offences,B10 Arson,8,20767,5632521
2012,colac-otway,B Property and deception offences,B20 Property damage,188,20767,5632521
2012,colac-otway,B Property and deception offences,B30 Burglary/Break and enter,160,20767,5632521
2012,colac-otway,B Property and deception offences,B40 Theft,370,20767,5632521
2012,colac-otway,B Property and deception offences,B50 Deception,34,20767,5632521
2012,colac-otway,C Drug offences,C10 Drug dealing and trafficking,3,20767,5632521
2012,colac-otway,C Drug offences,C20 Cultivate or manufacture drugs,6,20767,5632521
2012,colac-otway,C Drug offences,C30 Drug use and possession,30,20767,5632521
2012,colac-otway,D Public order and security offences,D10 Weapons and explosives offences,38,20767,5632521
2012,colac-otway,D Public order and security offences,D20 Disorderly and offensive conduct,160,20767,5632521
2012,colac-otway,D Public order and security offences,D30 Public nuisance offences,9,20767,5632521
2012,colac-otway,E Justice procedures offences,E10 Justice procedures,37,20767,5632521
2012,colac-otway,E Justice procedures offences,E20 Breaches of orders,52,20767,5632521
2012,colac-otway,F Other offences,F30 Other government regulatory offences,5,20767,5632521
2012,colac-otway,F Other offences,F90 Miscellaneous offences,17,20767,5632521
2012,surf coast,A Crimes against the person,A20 Assault and related offences,85,27474,5632521
2012,surf coast,A Crimes against the person,A30 Sexual offences,19,27474,5632521
2012,surf coast,A Crimes against the person,A40 Abduction and related offences,1,27474,5632521
2012,surf coast,A Crimes against the person,A50 Robbery,1,27474,5632521
2012,surf coast,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",24,27474,5632521
2012,surf coast,A Crimes against the person,A80 Dangerous and negligent acts endangering people,11,27474,5632521
2012,surf coast,B Property and deception offences,B10 Arson,11,27474,5632521
2012,surf coast,B Property and deception offences,B20 Property damage,161,27474,5632521
2012,surf coast,B Property and deception offences,B30 Burglary/Break and enter,219,27474,5632521
2012,surf coast,B Property and deception offences,B40 Theft,511,27474,5632521
2012,surf coast,B Property and deception offences,B50 Deception,24,27474,5632521
2012,surf coast,C Drug offences,C20 Cultivate or manufacture drugs,4,27474,5632521
2012,surf coast,C Drug offences,C30 Drug use and possession,20,27474,5632521
2012,surf coast,D Public order and security offences,D10 Weapons and explosives offences,33,27474,5632521
2012,surf coast,D Public order and security offences,D20 Disorderly and offensive conduct,122,27474,5632521
2012,surf coast,D Public order and security offences,D30 Public nuisance offences,12,27474,5632521
2012,surf coast,E Justice procedures offences,E10 Justice procedures,19,27474,5632521
2012,surf coast,E Justice procedures offences,E20 Breaches of orders,34,27474,5632521
2012,surf coast,F Other offences,F20 Transport regulation offences,1,27474,5632521
2012,surf coast,F Other offences,F30 Other government regulatory offences,16,27474,5632521
2012,buloke,A Crimes against the person,A20 Assault and related offences,34,6355,5632521
2012,buloke,A Crimes against the person,A30 Sexual offences,13,6355,5632521
2012,buloke,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",8,6355,5632521
2012,buloke,A Crimes against the person,A80 Dangerous and negligent acts endangering people,4,6355,5632521
2012,buloke,B Property and deception offences,B10 Arson,4,6355,5632521
2012,buloke,B Property and deception offences,B20 Property damage,54,6355,5632521
2012,buloke,B Property and deception offences,B30 Burglary/Break and enter,33,6355,5632521
2012,buloke,B Property and deception offences,B40 Theft,81,6355,5632521
2012,buloke,B Property and deception offences,B50 Deception,7,6355,5632521
2012,buloke,C Drug offences,C10 Drug dealing and trafficking,1,6355,5632521
2012,buloke,C Drug offences,C20 Cultivate or manufacture drugs,1,6355,5632521
2012,buloke,C Drug offences,C30 Drug use and possession,4,6355,5632521
2012,buloke,D Public order and security offences,D10 Weapons and explosives offences,15,6355,5632521
2012,buloke,D Public order and security offences,D20 Disorderly and offensive conduct,23,6355,5632521
2012,buloke,D Public order and security offences,D30 Public nuisance offences,11,6355,5632521
2012,buloke,E Justice procedures offences,E10 Justice procedures,4,6355,5632521
2012,buloke,E Justice procedures offences,E20 Breaches of orders,7,6355,5632521
2012,buloke,F Other offences,F30 Other government regulatory offences,7,6355,5632521
2012,gannawarra,A Crimes against the person,A20 Assault and related offences,73,10376,5632521
2012,gannawarra,A Crimes against the person,A30 Sexual offences,20,10376,5632521
2012,gannawarra,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",11,10376,5632521
2012,gannawarra,A Crimes against the person,A80 Dangerous and negligent acts endangering people,9,10376,5632521
2012,gannawarra,B Property and deception offences,B10 Arson,9,10376,5632521
2012,gannawarra,B Property and deception offences,B20 Property damage,76,10376,5632521
2012,gannawarra,B Property and deception offences,B30 Burglary/Break and enter,56,10376,5632521
2012,gannawarra,B Property and deception offences,B40 Theft,118,10376,5632521
2012,gannawarra,B Property and deception offences,B50 Deception,26,10376,5632521
2012,gannawarra,C Drug offences,C10 Drug dealing and trafficking,6,10376,5632521
2012,gannawarra,C Drug offences,C20 Cultivate or manufacture drugs,4,10376,5632521
2012,gannawarra,C Drug offences,C30 Drug use and possession,13,10376,5632521
2012,gannawarra,D Public order and security offences,D10 Weapons and explosives offences,11,10376,5632521
2012,gannawarra,D Public order and security offences,D20 Disorderly and offensive conduct,69,10376,5632521
2012,gannawarra,D Public order and security offences,D30 Public nuisance offences,15,10376,5632521
2012,gannawarra,E Justice procedures offences,E10 Justice procedures,12,10376,5632521
2012,gannawarra,E Justice procedures offences,E20 Breaches of orders,27,10376,5632521
2012,gannawarra,F Other offences,F20 Transport regulation offences,1,10376,5632521
2012,swan hill,A Crimes against the person,A10 Homicide and related offences,2,20950,5632521
2012,swan hill,A Crimes against the person,A20 Assault and related offences,300,20950,5632521
2012,swan hill,A Crimes against the person,A30 Sexual offences,64,20950,5632521
2012,swan hill,A Crimes against the person,A40 Abduction and related offences,3,20950,5632521
2012,swan hill,A Crimes against the person,A50 Robbery,8,20950,5632521
2012,swan hill,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",74,20950,5632521
2012,swan hill,A Crimes against the person,A80 Dangerous and negligent acts endangering people,23,20950,5632521
2012,swan hill,B Property and deception offences,B10 Arson,26,20950,5632521
2012,swan hill,B Property and deception offences,B20 Property damage,200,20950,5632521
2012,swan hill,B Property and deception offences,B30 Burglary/Break and enter,117,20950,5632521
2012,swan hill,B Property and deception offences,B40 Theft,345,20950,5632521
2012,swan hill,B Property and deception offences,B50 Deception,53,20950,5632521
2012,swan hill,C Drug offences,C10 Drug dealing and trafficking,22,20950,5632521
2012,swan hill,C Drug offences,C20 Cultivate or manufacture drugs,5,20950,5632521
2012,swan hill,C Drug offences,C30 Drug use and possession,82,20950,5632521
2012,swan hill,D Public order and security offences,D10 Weapons and explosives offences,48,20950,5632521
2012,swan hill,D Public order and security offences,D20 Disorderly and offensive conduct,162,20950,5632521
2012,swan hill,D Public order and security offences,D30 Public nuisance offences,12,20950,5632521
2012,swan hill,D Public order and security offences,D40 Public security offences,1,20950,5632521
2012,swan hill,E Justice procedures offences,E10 Justice procedures,60,20950,5632521
2012,swan hill,E Justice procedures offences,E20 Breaches of orders,149,20950,5632521
2012,swan hill,F Other offences,F30 Other government regulatory offences,4,20950,5632521
2012,swan hill,F Other offences,F90 Miscellaneous offences,6,20950,5632521
2012,corangamite,A Crimes against the person,A10 Homicide and related offences,4,16387,5632521
2012,corangamite,A Crimes against the person,A20 Assault and related offences,55,16387,5632521
2012,corangamite,A Crimes against the person,A30 Sexual offences,20,16387,5632521
2012,corangamite,A Crimes against the person,A50 Robbery,2,16387,5632521
2012,corangamite,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",15,16387,5632521
2012,corangamite,A Crimes against the person,A80 Dangerous and negligent acts endangering people,13,16387,5632521
2012,corangamite,B Property and deception offences,B10 Arson,2,16387,5632521
2012,corangamite,B Property and deception offences,B20 Property damage,94,16387,5632521
2012,corangamite,B Property and deception offences,B30 Burglary/Break and enter,138,16387,5632521
2012,corangamite,B Property and deception offences,B40 Theft,188,16387,5632521
2012,corangamite,B Property and deception offences,B50 Deception,123,16387,5632521
2012,corangamite,C Drug offences,C10 Drug dealing and trafficking,1,16387,5632521
2012,corangamite,C Drug offences,C20 Cultivate or manufacture drugs,4,16387,5632521
2012,corangamite,C Drug offences,C30 Drug use and possession,17,16387,5632521
2012,corangamite,D Public order and security offences,D10 Weapons and explosives offences,35,16387,5632521
2012,corangamite,D Public order and security offences,D20 Disorderly and offensive conduct,19,16387,5632521
2012,corangamite,D Public order and security offences,D30 Public nuisance offences,5,16387,5632521
2012,corangamite,E Justice procedures offences,E10 Justice procedures,4,16387,5632521
2012,corangamite,E Justice procedures offences,E20 Breaches of orders,49,16387,5632521
2012,corangamite,F Other offences,F30 Other government regulatory offences,2,16387,5632521
2012,corangamite,F Other offences,F90 Miscellaneous offences,1,16387,5632521
2012,moyne,A Crimes against the person,A10 Homicide and related offences,2,16226,5632521
2012,moyne,A Crimes against the person,A20 Assault and related offences,167,16226,5632521
2012,moyne,A Crimes against the person,A30 Sexual offences,79,16226,5632521
2012,moyne,A Crimes against the person,A40 Abduction and related offences,3,16226,5632521
2012,moyne,A Crimes against the person,A50 Robbery,2,16226,5632521
2012,moyne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",32,16226,5632521
2012,moyne,A Crimes against the person,A80 Dangerous and negligent acts endangering people,12,16226,5632521
2012,moyne,B Property and deception offences,B10 Arson,37,16226,5632521
2012,moyne,B Property and deception offences,B20 Property damage,130,16226,5632521
2012,moyne,B Property and deception offences,B30 Burglary/Break and enter,47,16226,5632521
2012,moyne,B Property and deception offences,B40 Theft,265,16226,5632521
2012,moyne,B Property and deception offences,B50 Deception,125,16226,5632521
2012,moyne,C Drug offences,C10 Drug dealing and trafficking,5,16226,5632521
2012,moyne,C Drug offences,C20 Cultivate or manufacture drugs,3,16226,5632521
2012,moyne,C Drug offences,C30 Drug use and possession,38,16226,5632521
2012,moyne,D Public order and security offences,D10 Weapons and explosives offences,18,16226,5632521
2012,moyne,D Public order and security offences,D20 Disorderly and offensive conduct,121,16226,5632521
2012,moyne,D Public order and security offences,D30 Public nuisance offences,17,16226,5632521
2012,moyne,E Justice procedures offences,E10 Justice procedures,25,16226,5632521
2012,moyne,E Justice procedures offences,E20 Breaches of orders,70,16226,5632521
2012,moyne,F Other offences,F10 Regulatory driving offences,1,16226,5632521
2012,moyne,F Other offences,F30 Other government regulatory offences,3,16226,5632521
2012,moyne,F Other offences,F90 Miscellaneous offences,1,16226,5632521
2012,warrnambool,A Crimes against the person,A10 Homicide and related offences,2,33004,5632521
2012,warrnambool,A Crimes against the person,A20 Assault and related offences,209,33004,5632521
2012,warrnambool,A Crimes against the person,A30 Sexual offences,56,33004,5632521
2012,warrnambool,A Crimes against the person,A40 Abduction and related offences,3,33004,5632521
2012,warrnambool,A Crimes against the person,A50 Robbery,3,33004,5632521
2012,warrnambool,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",58,33004,5632521
2012,warrnambool,A Crimes against the person,A80 Dangerous and negligent acts endangering people,26,33004,5632521
2012,warrnambool,B Property and deception offences,B10 Arson,36,33004,5632521
2012,warrnambool,B Property and deception offences,B20 Property damage,339,33004,5632521
2012,warrnambool,B Property and deception offences,B30 Burglary/Break and enter,168,33004,5632521
2012,warrnambool,B Property and deception offences,B40 Theft,419,33004,5632521
2012,warrnambool,B Property and deception offences,B50 Deception,61,33004,5632521
2012,warrnambool,C Drug offences,C10 Drug dealing and trafficking,21,33004,5632521
2012,warrnambool,C Drug offences,C20 Cultivate or manufacture drugs,3,33004,5632521
2012,warrnambool,C Drug offences,C30 Drug use and possession,50,33004,5632521
2012,warrnambool,D Public order and security offences,D10 Weapons and explosives offences,40,33004,5632521
2012,warrnambool,D Public order and security offences,D20 Disorderly and offensive conduct,143,33004,5632521
2012,warrnambool,D Public order and security offences,D30 Public nuisance offences,26,33004,5632521
2012,warrnambool,E Justice procedures offences,E10 Justice procedures,42,33004,5632521
2012,warrnambool,E Justice procedures offences,E20 Breaches of orders,116,33004,5632521
2012,warrnambool,F Other offences,F10 Regulatory driving offences,1,33004,5632521
2012,warrnambool,F Other offences,F30 Other government regulatory offences,4,33004,5632521
2012,warrnambool,F Other offences,F90 Miscellaneous offences,3,33004,5632521
2013,banyule,A Crimes against the person,A10 Homicide and related offences,2,124475,5739341
2013,banyule,A Crimes against the person,A20 Assault and related offences,591,124475,5739341
2013,banyule,A Crimes against the person,A30 Sexual offences,183,124475,5739341
2013,banyule,A Crimes against the person,A40 Abduction and related offences,7,124475,5739341
2013,banyule,A Crimes against the person,A50 Robbery,52,124475,5739341
2013,banyule,A Crimes against the person,A60 Blackmail and extortion,4,124475,5739341
2013,banyule,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",249,124475,5739341
2013,banyule,A Crimes against the person,A80 Dangerous and negligent acts endangering people,65,124475,5739341
2013,banyule,B Property and deception offences,B10 Arson,34,124475,5739341
2013,banyule,B Property and deception offences,B20 Property damage,860,124475,5739341
2013,banyule,B Property and deception offences,B30 Burglary/Break and enter,1092,124475,5739341
2013,banyule,B Property and deception offences,B40 Theft,3547,124475,5739341
2013,banyule,B Property and deception offences,B50 Deception,461,124475,5739341
2013,banyule,C Drug offences,C10 Drug dealing and trafficking,42,124475,5739341
2013,banyule,C Drug offences,C20 Cultivate or manufacture drugs,15,124475,5739341
2013,banyule,C Drug offences,C30 Drug use and possession,239,124475,5739341
2013,banyule,D Public order and security offences,D10 Weapons and explosives offences,157,124475,5739341
2013,banyule,D Public order and security offences,D20 Disorderly and offensive conduct,271,124475,5739341
2013,banyule,D Public order and security offences,D30 Public nuisance offences,40,124475,5739341
2013,banyule,D Public order and security offences,D40 Public security offences,2,124475,5739341
2013,banyule,E Justice procedures offences,E10 Justice procedures,151,124475,5739341
2013,banyule,E Justice procedures offences,E20 Breaches of orders,1182,124475,5739341
2013,banyule,F Other offences,F10 Regulatory driving offences,2,124475,5739341
2013,banyule,F Other offences,F20 Transport regulation offences,2,124475,5739341
2013,banyule,F Other offences,F30 Other government regulatory offences,6,124475,5739341
2013,banyule,F Other offences,F90 Miscellaneous offences,2,124475,5739341
2013,brimbank,A Crimes against the person,A10 Homicide and related offences,14,195469,5739341
2013,brimbank,A Crimes against the person,A20 Assault and related offences,1450,195469,5739341
2013,brimbank,A Crimes against the person,A30 Sexual offences,305,195469,5739341
2013,brimbank,A Crimes against the person,A40 Abduction and related offences,32,195469,5739341
2013,brimbank,A Crimes against the person,A50 Robbery,314,195469,5739341
2013,brimbank,A Crimes against the person,A60 Blackmail and extortion,8,195469,5739341
2013,brimbank,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",363,195469,5739341
2013,brimbank,A Crimes against the person,A80 Dangerous and negligent acts endangering people,149,195469,5739341
2013,brimbank,B Property and deception offences,B10 Arson,149,195469,5739341
2013,brimbank,B Property and deception offences,B20 Property damage,1563,195469,5739341
2013,brimbank,B Property and deception offences,B30 Burglary/Break and enter,2217,195469,5739341
2013,brimbank,B Property and deception offences,B40 Theft,7071,195469,5739341
2013,brimbank,B Property and deception offences,B50 Deception,1424,195469,5739341
2013,brimbank,B Property and deception offences,B60 Bribery,1,195469,5739341
2013,brimbank,C Drug offences,C10 Drug dealing and trafficking,285,195469,5739341
2013,brimbank,C Drug offences,C20 Cultivate or manufacture drugs,145,195469,5739341
2013,brimbank,C Drug offences,C30 Drug use and possession,864,195469,5739341
2013,brimbank,D Public order and security offences,D10 Weapons and explosives offences,620,195469,5739341
2013,brimbank,D Public order and security offences,D20 Disorderly and offensive conduct,487,195469,5739341
2013,brimbank,D Public order and security offences,D30 Public nuisance offences,67,195469,5739341
2013,brimbank,D Public order and security offences,D40 Public security offences,2,195469,5739341
2013,brimbank,E Justice procedures offences,E10 Justice procedures,260,195469,5739341
2013,brimbank,E Justice procedures offences,E20 Breaches of orders,1653,195469,5739341
2013,brimbank,F Other offences,F20 Transport regulation offences,11,195469,5739341
2013,brimbank,F Other offences,F30 Other government regulatory offences,19,195469,5739341
2013,brimbank,F Other offences,F90 Miscellaneous offences,12,195469,5739341
2013,darebin,A Crimes against the person,A10 Homicide and related offences,2,146797,5739341
2013,darebin,A Crimes against the person,A20 Assault and related offences,903,146797,5739341
2013,darebin,A Crimes against the person,A30 Sexual offences,335,146797,5739341
2013,darebin,A Crimes against the person,A40 Abduction and related offences,23,146797,5739341
2013,darebin,A Crimes against the person,A50 Robbery,138,146797,5739341
2013,darebin,A Crimes against the person,A60 Blackmail and extortion,8,146797,5739341
2013,darebin,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",242,146797,5739341
2013,darebin,A Crimes against the person,A80 Dangerous and negligent acts endangering people,84,146797,5739341
2013,darebin,B Property and deception offences,B10 Arson,91,146797,5739341
2013,darebin,B Property and deception offences,B20 Property damage,1056,146797,5739341
2013,darebin,B Property and deception offences,B30 Burglary/Break and enter,1892,146797,5739341
2013,darebin,B Property and deception offences,B40 Theft,4792,146797,5739341
2013,darebin,B Property and deception offences,B50 Deception,854,146797,5739341
2013,darebin,C Drug offences,C10 Drug dealing and trafficking,68,146797,5739341
2013,darebin,C Drug offences,C20 Cultivate or manufacture drugs,32,146797,5739341
2013,darebin,C Drug offences,C30 Drug use and possession,403,146797,5739341
2013,darebin,D Public order and security offences,D10 Weapons and explosives offences,241,146797,5739341
2013,darebin,D Public order and security offences,D20 Disorderly and offensive conduct,307,146797,5739341
2013,darebin,D Public order and security offences,D30 Public nuisance offences,52,146797,5739341
2013,darebin,E Justice procedures offences,E10 Justice procedures,85,146797,5739341
2013,darebin,E Justice procedures offences,E20 Breaches of orders,554,146797,5739341
2013,darebin,F Other offences,F20 Transport regulation offences,3,146797,5739341
2013,darebin,F Other offences,F30 Other government regulatory offences,13,146797,5739341
2013,darebin,F Other offences,F90 Miscellaneous offences,6,146797,5739341
2013,hobsons bay,A Crimes against the person,A10 Homicide and related offences,2,89111,5739341
2013,hobsons bay,A Crimes against the person,A20 Assault and related offences,549,89111,5739341
2013,hobsons bay,A Crimes against the person,A30 Sexual offences,81,89111,5739341
2013,hobsons bay,A Crimes against the person,A40 Abduction and related offences,11,89111,5739341
2013,hobsons bay,A Crimes against the person,A50 Robbery,56,89111,5739341
2013,hobsons bay,A Crimes against the person,A60 Blackmail and extortion,1,89111,5739341
2013,hobsons bay,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",149,89111,5739341
2013,hobsons bay,A Crimes against the person,A80 Dangerous and negligent acts endangering people,68,89111,5739341
2013,hobsons bay,B Property and deception offences,B10 Arson,40,89111,5739341
2013,hobsons bay,B Property and deception offences,B20 Property damage,900,89111,5739341
2013,hobsons bay,B Property and deception offences,B30 Burglary/Break and enter,654,89111,5739341
2013,hobsons bay,B Property and deception offences,B40 Theft,2572,89111,5739341
2013,hobsons bay,B Property and deception offences,B50 Deception,430,89111,5739341
2013,hobsons bay,B Property and deception offences,B60 Bribery,2,89111,5739341
2013,hobsons bay,C Drug offences,C10 Drug dealing and trafficking,60,89111,5739341
2013,hobsons bay,C Drug offences,C20 Cultivate or manufacture drugs,29,89111,5739341
2013,hobsons bay,C Drug offences,C30 Drug use and possession,275,89111,5739341
2013,hobsons bay,D Public order and security offences,D10 Weapons and explosives offences,163,89111,5739341
2013,hobsons bay,D Public order and security offences,D20 Disorderly and offensive conduct,248,89111,5739341
2013,hobsons bay,D Public order and security offences,D30 Public nuisance offences,21,89111,5739341
2013,hobsons bay,D Public order and security offences,D40 Public security offences,1,89111,5739341
2013,hobsons bay,E Justice procedures offences,E10 Justice procedures,92,89111,5739341
2013,hobsons bay,E Justice procedures offences,E20 Breaches of orders,270,89111,5739341
2013,hobsons bay,F Other offences,F10 Regulatory driving offences,1,89111,5739341
2013,hobsons bay,F Other offences,F20 Transport regulation offences,12,89111,5739341
2013,hobsons bay,F Other offences,F30 Other government regulatory offences,5,89111,5739341
2013,hobsons bay,F Other offences,F90 Miscellaneous offences,3,89111,5739341
2013,hume,A Crimes against the person,A10 Homicide and related offences,6,183263,5739341
2013,hume,A Crimes against the person,A20 Assault and related offences,1465,183263,5739341
2013,hume,A Crimes against the person,A30 Sexual offences,315,183263,5739341
2013,hume,A Crimes against the person,A40 Abduction and related offences,44,183263,5739341
2013,hume,A Crimes against the person,A50 Robbery,90,183263,5739341
2013,hume,A Crimes against the person,A60 Blackmail and extortion,14,183263,5739341
2013,hume,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",541,183263,5739341
2013,hume,A Crimes against the person,A80 Dangerous and negligent acts endangering people,165,183263,5739341
2013,hume,B Property and deception offences,B10 Arson,192,183263,5739341
2013,hume,B Property and deception offences,B20 Property damage,1585,183263,5739341
2013,hume,B Property and deception offences,B30 Burglary/Break and enter,1680,183263,5739341
2013,hume,B Property and deception offences,B40 Theft,5044,183263,5739341
2013,hume,B Property and deception offences,B50 Deception,1120,183263,5739341
2013,hume,C Drug offences,C10 Drug dealing and trafficking,117,183263,5739341
2013,hume,C Drug offences,C20 Cultivate or manufacture drugs,73,183263,5739341
2013,hume,C Drug offences,C30 Drug use and possession,501,183263,5739341
2013,hume,D Public order and security offences,D10 Weapons and explosives offences,575,183263,5739341
2013,hume,D Public order and security offences,D20 Disorderly and offensive conduct,261,183263,5739341
2013,hume,D Public order and security offences,D30 Public nuisance offences,76,183263,5739341
2013,hume,D Public order and security offences,D40 Public security offences,2,183263,5739341
2013,hume,E Justice procedures offences,E10 Justice procedures,190,183263,5739341
2013,hume,E Justice procedures offences,E20 Breaches of orders,1216,183263,5739341
2013,hume,F Other offences,F10 Regulatory driving offences,2,183263,5739341
2013,hume,F Other offences,F20 Transport regulation offences,22,183263,5739341
2013,hume,F Other offences,F30 Other government regulatory offences,23,183263,5739341
2013,hume,F Other offences,F90 Miscellaneous offences,8,183263,5739341
2013,maribyrnong,A Crimes against the person,A10 Homicide and related offences,2,79302,5739341
2013,maribyrnong,A Crimes against the person,A20 Assault and related offences,650,79302,5739341
2013,maribyrnong,A Crimes against the person,A30 Sexual offences,115,79302,5739341
2013,maribyrnong,A Crimes against the person,A40 Abduction and related offences,23,79302,5739341
2013,maribyrnong,A Crimes against the person,A50 Robbery,122,79302,5739341
2013,maribyrnong,A Crimes against the person,A60 Blackmail and extortion,5,79302,5739341
2013,maribyrnong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",109,79302,5739341
2013,maribyrnong,A Crimes against the person,A80 Dangerous and negligent acts endangering people,33,79302,5739341
2013,maribyrnong,B Property and deception offences,B10 Arson,47,79302,5739341
2013,maribyrnong,B Property and deception offences,B20 Property damage,664,79302,5739341
2013,maribyrnong,B Property and deception offences,B30 Burglary/Break and enter,869,79302,5739341
2013,maribyrnong,B Property and deception offences,B40 Theft,3460,79302,5739341
2013,maribyrnong,B Property and deception offences,B50 Deception,778,79302,5739341
2013,maribyrnong,B Property and deception offences,B60 Bribery,1,79302,5739341
2013,maribyrnong,C Drug offences,C10 Drug dealing and trafficking,127,79302,5739341
2013,maribyrnong,C Drug offences,C20 Cultivate or manufacture drugs,23,79302,5739341
2013,maribyrnong,C Drug offences,C30 Drug use and possession,380,79302,5739341
2013,maribyrnong,D Public order and security offences,D10 Weapons and explosives offences,238,79302,5739341
2013,maribyrnong,D Public order and security offences,D20 Disorderly and offensive conduct,426,79302,5739341
2013,maribyrnong,D Public order and security offences,D30 Public nuisance offences,31,79302,5739341
2013,maribyrnong,E Justice procedures offences,E10 Justice procedures,76,79302,5739341
2013,maribyrnong,E Justice procedures offences,E20 Breaches of orders,210,79302,5739341
2013,maribyrnong,F Other offences,F20 Transport regulation offences,8,79302,5739341
2013,maribyrnong,F Other offences,F30 Other government regulatory offences,6,79302,5739341
2013,maribyrnong,F Other offences,F90 Miscellaneous offences,3,79302,5739341
2013,melbourne,A Crimes against the person,A10 Homicide and related offences,4,116447,5739341
2013,melbourne,A Crimes against the person,A20 Assault and related offences,2266,116447,5739341
2013,melbourne,A Crimes against the person,A30 Sexual offences,438,116447,5739341
2013,melbourne,A Crimes against the person,A40 Abduction and related offences,25,116447,5739341
2013,melbourne,A Crimes against the person,A50 Robbery,234,116447,5739341
2013,melbourne,A Crimes against the person,A60 Blackmail and extortion,27,116447,5739341
2013,melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",513,116447,5739341
2013,melbourne,A Crimes against the person,A80 Dangerous and negligent acts endangering people,136,116447,5739341
2013,melbourne,B Property and deception offences,B10 Arson,45,116447,5739341
2013,melbourne,B Property and deception offences,B20 Property damage,1641,116447,5739341
2013,melbourne,B Property and deception offences,B30 Burglary/Break and enter,1446,116447,5739341
2013,melbourne,B Property and deception offences,B40 Theft,10290,116447,5739341
2013,melbourne,B Property and deception offences,B50 Deception,4986,116447,5739341
2013,melbourne,C Drug offences,C10 Drug dealing and trafficking,328,116447,5739341
2013,melbourne,C Drug offences,C20 Cultivate or manufacture drugs,89,116447,5739341
2013,melbourne,C Drug offences,C30 Drug use and possession,1776,116447,5739341
2013,melbourne,D Public order and security offences,D10 Weapons and explosives offences,585,116447,5739341
2013,melbourne,D Public order and security offences,D20 Disorderly and offensive conduct,4685,116447,5739341
2013,melbourne,D Public order and security offences,D30 Public nuisance offences,270,116447,5739341
2013,melbourne,D Public order and security offences,D40 Public security offences,6,116447,5739341
2013,melbourne,E Justice procedures offences,E10 Justice procedures,563,116447,5739341
2013,melbourne,E Justice procedures offences,E20 Breaches of orders,2057,116447,5739341
2013,melbourne,F Other offences,F10 Regulatory driving offences,1,116447,5739341
2013,melbourne,F Other offences,F20 Transport regulation offences,59,116447,5739341
2013,melbourne,F Other offences,F30 Other government regulatory offences,122,116447,5739341
2013,melbourne,F Other offences,F90 Miscellaneous offences,15,116447,5739341
2013,melton,A Crimes against the person,A10 Homicide and related offences,6,122909,5739341
2013,melton,A Crimes against the person,A20 Assault and related offences,987,122909,5739341
2013,melton,A Crimes against the person,A30 Sexual offences,197,122909,5739341
2013,melton,A Crimes against the person,A40 Abduction and related offences,17,122909,5739341
2013,melton,A Crimes against the person,A50 Robbery,57,122909,5739341
2013,melton,A Crimes against the person,A60 Blackmail and extortion,8,122909,5739341
2013,melton,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",268,122909,5739341
2013,melton,A Crimes against the person,A80 Dangerous and negligent acts endangering people,126,122909,5739341
2013,melton,B Property and deception offences,B10 Arson,131,122909,5739341
2013,melton,B Property and deception offences,B20 Property damage,940,122909,5739341
2013,melton,B Property and deception offences,B30 Burglary/Break and enter,1069,122909,5739341
2013,melton,B Property and deception offences,B40 Theft,3021,122909,5739341
2013,melton,B Property and deception offences,B50 Deception,622,122909,5739341
2013,melton,C Drug offences,C10 Drug dealing and trafficking,101,122909,5739341
2013,melton,C Drug offences,C20 Cultivate or manufacture drugs,79,122909,5739341
2013,melton,C Drug offences,C30 Drug use and possession,265,122909,5739341
